City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
552,chernyshevskiy,63.0128,112.4714,-1.64,87,74,6.07,RU,1683385815
553,ilhabela,-23.7781,-45.3581,25.7,74,75,1.94,BR,1683385816
554,big spring,32.2504,-101.4787,27.28,57,0,5.66,US,1683385817
555,yokadouma,3.5167,15.05,32.49,44,85,1.23,CM,1683385818
556,raja,8.4596,25.678,37.68,20,100,2.11,SS,1683385819
557,tamanrasset,22.785,5.5228,32.16,7,24,5.11,DZ,1683385819
558,midvagur,62.0511,-7.1939,8.46,100,100,7.72,FO,1683385820
559,padangsidempuan,1.3667,99.2667,22.87,100,99,0.7,ID,1683385821
560,petawawa,45.9001,-77.3328,17.66,42,0,2.15,CA,1683385821
561,mount pleasant,32.7941,-79.8626,23.4,60,20,4.63,US,1683385822
562,aykhal,66.0,111.5,-5.09,94,100,6.65,RU,1683385823
563,seneca falls,42.9106,-76.7966,17.06,65,0,1.44,US,1683385824
564,sao gabriel da cachoeira,-0.1303,-67.0892,32.08,53,56,1.2,BR,1683385824
565,gering,41.8258,-103.6605,14.26,81,75,0.0,US,1683385825
566,monywa,22.1167,95.1333,36.73,29,63,1.32,MM,1683385826
567,kavarna,43.4333,28.3333,19.68,72,47,8.45,BG,1683385827
568,burang,30.25,81.1667,-1.12,92,51,2.52,CN,1683385827
569,naracoorte,-36.9579,140.7383,5.43,81,6,2.58,AU,1683385828
570,childress,34.4264,-100.204,26.62,31,0,6.69,US,1683385593
571,victoria,22.2855,114.1577,29.1,85,13,4.02,HK,1683385575
572,ta`u,-14.2336,-169.5144,27.49,72,5,5.18,AS,1683385831
573,zharkent,44.1628,80.0,12.44,30,77,6.33,KZ,1683385832
574,odienne,9.51,-7.5692,39.56,18,28,3.04,CI,1683385833
575,mizdah,31.4451,12.9801,30.83,14,2,4.77,LY,1683385833
576,palu,-0.8917,119.8707,25.67,95,92,0.79,ID,1683385834
577,mundri,-6.9558,111.71,25.38,90,81,1.63,ID,1683385834
578,vila franca do campo,37.7167,-25.4333,19.23,79,100,5.18,PT,1683385701
579,beaufort west,-32.3567,22.583,22.11,17,54,5.73,ZA,1683385835
580,strezhevoy,60.7333,77.5889,11.73,79,56,3.74,RU,1683385836
581,mount pearl,47.5166,-52.7813,4.98,88,100,3.58,CA,1683385742
582,hammerfest,70.6634,23.6821,5.25,60,0,2.06,NO,1683385837
583,samraong,12.4526,105.5873,28.34,71,98,1.78,KH,1683385838
584,sechura,-5.5569,-80.8222,26.61,65,91,3.66,PE,1683385838
585,santo antonio,-6.3106,-35.4789,31.64,49,62,5.88,BR,1683385839
586,jaru,-10.4389,-62.4664,27.0,85,87,1.02,BR,1683385839
587,krasnyy chikoy,50.3643,108.7512,4.66,49,3,1.82,RU,1683385840
588,igarka,67.4667,86.5833,-6.83,88,54,2.9,RU,1683385840
589,malone,44.8487,-74.2949,17.92,53,14,3.93,US,1683385841
590,kani keli,-12.9536,45.1033,27.59,72,23,5.1,YT,1683385842
591,tarko-sale,64.9225,77.785,0.54,95,100,1.48,RU,1683385842
592,kecskemet,46.9062,19.6913,24.44,42,75,2.06,HU,1683385843
593,paredon,16.0333,-93.8667,31.17,63,100,1.71,MX,1683385843
594,genhe,50.7833,121.5167,3.52,39,18,0.87,CN,1683385844
595,waddan,29.1614,16.139,27.94,18,0,3.81,LY,1683385845
596,birjand,32.8663,59.2211,22.26,8,0,6.17,IR,1683385845
597,karratha,-20.7377,116.8463,25.64,47,88,3.11,AU,1683385846
598,katsuren-haebaru,26.3369,127.8719,25.22,88,75,3.09,JP,1683385846
599,nanao,37.05,136.9667,16.85,98,100,3.48,JP,1683385847
600,ingeniero jacobacci,-41.3427,-69.5448,12.87,45,7,1.91,AR,1683385847
601,kolonia town,6.964,158.206,28.57,78,94,5.13,FM,1683385848
602,revda,56.801,59.9303,16.45,34,100,2.52,RU,1683385849
603,gubkinskiy,64.434,76.5026,2.07,95,100,2.29,RU,1683385850
604,pavilosta,56.8879,21.1859,10.95,43,0,3.24,LV,1683385850
605,san antonio de pale,-1.4014,5.6325,28.17,75,99,3.02,GQ,1683385851
606,waimea,20.0231,-155.6717,16.92,87,98,2.24,US,1683385852
607,vydrino,51.485,104.8461,4.5,64,16,2.13,RU,1683385852
608,nouadhibou,20.931,-17.0347,23.99,57,0,10.8,MR,1683385853
609,bondo,3.8146,23.6866,35.77,29,100,0.95,CD,1683385854
610,el bolson,-41.9667,-71.5167,13.92,73,42,1.4,AR,1683385832
611,gouyave,12.1646,-61.7296,30.43,62,20,10.29,GD,1683385855
612,brandermill,37.4321,-77.6497,22.26,52,0,1.54,US,1683385855
